Name,Description,Headquarter,Industries,Website,Linkedin
Lundbeckfonden Emerge,,,,,
MOTIVE,,,,,
FK Accelerate,,,,,
Plug and Play–Fashion for Good,,,,,
Growth Hacking Asia,,,,,
GoTech.vc,,,,,
Tie ScaleUP,,,,,
SEE ICT,,,,,
growITup,,,,,
Shoppi Ventures,,,,,
iVenture Accelerator,,,,,
Watts Entrepreneur Business Accelerator,,,,,
AI Venture Labs,,,,,
Altavista Ventures,,,,,
Pushapp Lab,,,,,
HENRi,,,,,
Duman Startup Accelerator,,,,,
VentureBattle,,,,,
CAMTech Accelerator,,,,,
BJ Invest,,,,,
SAP.iO Foundry New York,,,,,
Tivrr Accelerator,,,,,
Cybersecurity Factory,,,,,
Lloyd Irvin ," C.E.O Of Lloyd Irvin Martial Arts Academy.Lloyd Irvin Jr. is a Brazilian Jiu-Jitsu black belt and competitor, with wins in events such as the World No-Gi Championship","Maryland, Louisiana, United States","Education, Fitness, Health Care, Sports",None,https://www.linkedin.com/in/lloydirvinjr
Rebalance,Rebalance is an early stage-accelerator that helps female founders and funders to build a more accessible and inclusive startup ecosystem.,"Haryana, Haryana, India","Finance, Financial Services, Venture Capital",therebalance.com/,https://www.linkedin.com/company/therebalance/
RedPaint Ventures,RedPaint is a dynamic ecosystem enabling next-gen entrepreneurs & an evolving platform enabling new-age investors.,Nil,"Apr 1, 2014",www.redpaint.me/,https://www.linkedin.com/company/red-paint
Communitech HYPERDRIVE,HYPERDRIVE is a tech startup accelerator program with focus on revenue and user growth.,"Kitchener, Ontario, Canada","Automotive, Finance, Incubators, Venture Capital",hyperdrive.communitech.ca,None
City Startup Labs,"City Startup Labs is a Charlotte-based, business accelerator delivering training and coaching to African American millennials.","Charlotte, North Carolina, United States","Business Development, Incubators, Non Profit, Training",citystartuplabs.com/,https://www.linkedin.com/company/city-startup-labs/
iAxil,Singaporean Venture Accelerator,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",iaxil.net,http://www.linkedin.com/company/1638357
Propeller Venture Accelerator,Propeller Venture Accelerator is an organization that invests in early stage information and communications technology companies.,"Dublin, Dublin, Ireland","Finance, Information and Communications Technology (ICT)",ryanacademy.ie/portfolio/propeller-venture-acce...,None
The Greenhouse,The Greenhouse is a retail tech-accelerator program focused on accelerating technology-driven solutions.,"Dubai, Dubai, United Arab Emirates","Finance, Financial Services",www.chalhoubgreenhouse.com/accelerator-program,None
European Institute for Entrepreneurship,"European Institute for Entrepreneurship provides training, resources, mentoring, and support services for entrepreneurial companies.","Madrid, Madrid, Spain","Incubators, Training",eli659.wixsite.com/eiespain,http://www.linkedin.com/company/european-institute-for-entrepreneurship
Venture Hall,Venture Hall’s mission is to help promising new startups reach massive scale.,"Portland, Maine, United States","East Coast, New England, Northeastern US",venturehall.org/,None
Thecamp,Thecamp,"Aix-en-provence, Provence-Alpes-Cote d'Azur, France",European Union (EU),thecamp.fr/climb,https://www.linkedin.com/company/thecamp/
EO Accelerator Atlanta,EO Accelerator Atlanta enables first-stage entrepreneurs to catapult your business to the next level.,Nil,"Advice, Consulting, Financial Services, Management Consulting",accelerator.eoatlanta.com/,None
LaunchYU,"York University’s entrepreneurship program, where they support early-stage entrepreneurs to build, launch and grow their startups","Toronto, Ontario, Canada","Innovation Management, Social Entrepreneurship, Universities",launchyu.ca/programs/accelerator/,https://ca.linkedin.com/company/launchyu-york-university
Labo de l'édition,Labo de l'édition,"Paris, Ile-de-France, France",European Union (EU),www.labodeledition.com/,None
invemax,seed investments and acceleration,"Sopot, Pomorskie, Poland",European Union (EU),www.invemax.com,None
Sparta Startups,Sparta Startups is an incubator and accelerator for Polish and European startups.,Nil,"Impact Investing, Incubators, Venture Capital",www.spartastartups.com/,https://www.linkedin.com/company/sparta-startups
Startup Lighthouse,Startup Lighthouse is committed to developing cross border connections within and beyond Europe.,"Lisbon, Lisboa, Portugal",Internet,startuplighthouse.eu,https://www.linkedin.com/company/startup-lighthouse/
Entrepreneurial Development Center,"Established in 2003, the Entrepreneurial Development Center, Inc. (EDC) is a private/public sponsored business accelerator. The EDC's","Cedar Rapids, Iowa, United States",Midwestern US,www.edcinc.org,https://www.linkedin.com/company/entrepreneurial-development-center
Awesome Ventures,Awesome Ventures invests in and accelerates early-stage startups with strong growth potential.,"Mapo, Seoul-t'ukpyolsi, South Korea","Consulting, Incubators, Management Consulting, Venture Capital",www.awesome-v.com/,https://www.linkedin.com/company/awesome-ventures-co.-ltd./about/
Withfounders,WithFounders is a startup accelerator supporting entrepreneurs in building digital/consumer companies by providing capital and coaching.,"Milano, Lombardia, Italy","Consumer, Finance, Venture Capital",www.withfounders.it/,None
NUMA Moscow,NUMA Moscow is a technology hub in Russia.,"Moscow, Moscow City, Russian Federation","Information Technology, Innovation Management, Office Administration",www.numa.co/moscow,https://www.linkedin.com/company/numa-moscow
One10,One10 is a social enterprise accelerator.,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",oneten.com.au/,https://www.linkedin.com/company/3651386
WERCBench Labs,WERCBench Labs is a program of the Midwest Energy Research Consortium (M-WERC).,"Milwaukee, Wisconsin, United States","Great Lakes, Midwestern US",wercbench.com,https://www.linkedin.com/company/midwest-energy-research-consortium
DBS HotSpot,"In 2016, HotSpot is an intensive 2+4 month programme to help you turn ideas into action, and make the impossible, possible.","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",www.dbs.com/hotspot/default.page,https://www.linkedin.com/company/dbs-bank/
FI-C3,FI-C3 Programme is one of the 16 accelerators of Phase 3 of FI-PPP.,"Madrid, Madrid, Spain",Finance,www.fic3.eu/,None
Intelligent Mobility Accelerator,The Intelligent Mobility Accelerator seeks start-ups to lead a transport revolution powered by the Transport Systems Catapult and Wayra UK.,"London, England, United Kingdom","Advice, Consulting, Supply Chain Management, Training, Transportation",www.wayra.co.uk/programs/intelligent-mobility,None
Gamer's Qube,Game developers accelerator program,"Istanbul, Istanbul, Turkey",StartersHub,www.gamersqube.com/,https://www.linkedin.com/company/gamersqube/
Relatively Fund,"A pure tech-accelerator that builds, operates and invests in the most ambitious entrepreneurs and inventors across the MENA region.","Amman, Amman, Jordan","E-Commerce, EdTech, Food and Beverage, Information and Communications Technology (ICT), Marketplace, Mobile",relativelyfund.com,https://www.linkedin.com/company/relativelyfund/
IBD Ventures,IBD Ventures is a funding mechanism intended to accelerate the discovery and development of novel research-based products.,Nil,Crohn's & Colitis Foundation of America,None,None
University of Cincinnati Technology Accelerator for Commercialization,"UC Technology Accelerator for Commercialization provides seed funding, entrepreneurial expertise and business connections.",Nil,"Advice, Consulting, Financial Services, Training",researchcompliance.uc.edu/UCTCA.aspx,None
Startdoms,"A community of startups, mentors, business advisors, investors and enthusiasts who support entrepreneurs in their new ventures.","Leicester, Leicester, United Kingdom","Association, Communities, Consulting, Crowdfunding, Legal",None,None
NEXT,NEXT is a support system for entrepreneurs to start and grow their ventures in Nepal,"Kathmandu, Bagmati, Nepal",Asia-Pacific (APAC),mnsnext.com/,https://www.linkedin.com/company/m&s-next-venture-corp
CREATE,CREATE develops southwest Atlanta entrepreneurs in the AgriFood Technology industry.,"Atlanta, Georgia, United States","Finance, Financial Services",rcie.org/create/,None
Anthill Studio,Anthill Studio is a business accelerator program focused on technology startups in Media & Entertainment.,"Hyderabad, Andhra Pradesh, India",Social Entrepreneurship,anthillstudio.co/,https://www.linkedin.com/company/anthill-studio-hyd/
The Elevate Programme,Equity investment & accelerator programme,"Manchester, Manchester, United Kingdom","Jul 1, 2018",elevatefund.co.uk/,None
Wanajump,The accelerator for entertainment startups.,"Madrid, Madrid, Spain",European Union (EU),www.wanajump.com/,https://www.linkedin.com/company/wanajump
SBA Research,Research center & accelerator for information security,Nil,"Apr 1, 2006",www.sba-research.org,https://www.linkedin.com/company/secure-business-austria
KQ Labs,An Accelerator Programme at the Francis Crick Institute to support start-ups working at the interface between biomedical and data science.,"London, England, United Kingdom",The Francis Crick Institute,www.knowledgequarter.london/kq-labs/,None
From Start-to-Table,From Start-to-Table is a startup lisboa acceleration program for the restaurant ecosystem.,"Lisbon, Lisboa, Portugal","Finance, Financial Services",www.fromstart-to-table.com/,https://www.linkedin.com/company/fromstart-to-table/
Madworks Seed Accelerator,Their mission is to help entrepreneurs succeed.,"Madison, Wisconsin, United States","Asset Management, Business Development, Financial Services",www.madworksaccelerator.org,https://www.linkedin.com/groups/8239903
The eFactory,The eFactory is a tech-focused business incubator and entrepreneurial development center.,"Springfield, Missouri, United States",Incubators,efactory.missouristate.edu/,https://www.linkedin.com/in/allenkunkel
QUT Bluebox,"QUT bluebox is QUT’s innovation, venture and investment company.","Brisbane, Queensland, Australia","Consulting, Financial Services, Venture Capital",www.qutbluebox.com.au/,https://www.linkedin.com/company/qutbluebox
Ignite Northwest,Ignite Northwest is a technology-focused business accelerator,"Spokane, Washington, United States","West Coast, Western US",www.ignitenorthwest.com/,https://www.linkedin.com/company/ignite-northwest
Core Labs Game Accelerator,The Core Labs Game Accelerator is a 6-month online program.,"Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",corelabsaccelerator.com/,https://www.linkedin.com/company/gsvlabs
BRIIA,BRIIA accelerates innovation. Our 13-sprint program propels early-stage AI-powered startups from prototype to fundability.,"San Ramon, California, United States","Information Technology, Internet, Software",briia.io,https://www.linkedin.com/company/briia.io/
Progression Labs,Progression Labs is a 3-month residential immersion program for startups.,"Las Vegas, Nevada, United States","Incubators, Information Technology, Open Source",www.progressionlabs.com,None
Canopy San Diego,"Canopy San Diego is a mentorship-driven, seed-stage investment program for startups.","San Diego, California, United States","Greater San Diego Area, West Coast, Western US",canopysd.com/,None
The Journey,The Journey is a 5-month program for travel and tourism startups.,"Lisbon, Lisboa, Portugal",European Union (EU),thejourney.pt/,None
Agri Udaan,"AGRI UDAAN is a food and agribusiness accelerator organized by a-IDEA, technology business incubator of NAARM.","Hyderabad, Andhra Pradesh, India","Finance, Financial Services",aidea.naarm.org.in/agri-udaan/,None
Same Page Capital,Early Stage Tech Investors/Advisors/Operators,"San Francisco, California, United States","Advertising, Consulting, Venture Capital",www.samepagevc.com/,http://www.linkedin.com/company/same-page-capital-llc
MonacoTech,"MonacoTech is the startup program cofounded by the Principality of Monaco, Monaco Telecom and Xavier Niel.",Nil,Active,monacotech.mc/,https://www.linkedin.com/company-beta/17770756/
ASA Ventures,ASA Ventures,Nil,ASU Venture Devils,None,None
The Accelerator,The Accelerator From the Young Foundation.,"Bethnal Green, Newham, United Kingdom",Education,None,None
Venturr,"Venturr is an Accelerator, Mentor & Network for Data & Analytics startups.","London, England, United Kingdom","Analytics, Financial Services, Venture Capital",venturr.com/,None
Startup Factory Zagreb,Publicly funded accelerator programme for Smart City solutions,"Zagreb, Grad Zagreb, Croatia",European Union (EU),startupfactory2017.tehnopark.hr/eng/,None
5Desire,5Desire is a Vietnamese incubator and startup accelerator for Southeast Asian companies in various sectors.,"Ho Chi Minh City, NA - Vietnam, Vietnam","Consulting, Incubators",5desire.com/,https://www.linkedin.com/company/5desire/
X-Cultural Accelerator,X-Cultural Accelerator,"Ubud, Bali, Indonesia","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",www.pandorahub.co/x-cultural-acceleration-bali-...,None
H2A Ventures,Accelerator Incubator Europe LatAm,"Barcelona, Catalonia, Spain","Automotive, Consulting, Incubators",www.h2aventures.com,None
Hialeah Technology Center,"HiaTech is an training and technology development center, promoting entrepreneurship, business creation, and business assistance.","Hialeah, Florida, United States","Consulting, Professional Services, Training",None,https://www.linkedin.com/company/hialeah-technology-center/
IQS Next Tech,IQS Next Tech is the First equity-free Acceleration Program with an Industrial focus.,"Barcelona, Catalonia, Spain","Finance, Financial Services",www.iqsnexttech.com/,None
Innoventure,Innoventure is a startup medical device accelerator.,"Shanghai, Shanghai, China",Asia-Pacific (APAC),box5656.temp.domains/~innoven8,None
The International Business Accelerator,The IBA @ LBCC is a training program that uses proven business acceleration techniques to bring companies to global markets.,"Long Beach, California, United States","Business Development, Education, Logistics, Marketing, Sales",www.iba.io/iba-at-lbcc,https://www.linkedin.com/company/iba-lbcc
Startupbootcamp Scale San Francisco,Startupbootcamp Scale San Francisco is an innovation program for post-revenue technology startups from all over the globe.,Nil,"Banking, Consulting, Financial Services, FinTech, Information Technology, Insurance, Legal",None,https://www.linkedin.com/showcase/startupbootcampscale/
99Funding,Bringing democracy to venture capital through equity and debt crowdfunding.,"San Francisco, California, United States",Finance,www.99funding.com/,http://www.linkedin.com/company/99funding
Startup MENA,Startup MENA’s mission is to help developing the infrastructure to create self­sustaining startup ecosystems that can foster innovation.,"Cairo, Al Qahirah, Egypt",2014,startup-mena.com,None
Agawam Partners LLC,Private equity firm focused on early stage investments in advertising and subscription-driven consumer and enterprise Internet companies.,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",www.agawampartners.com,None
Future Food,Future Food Accelerator supports the scaleup of disruptive ideas.,"Bologna, Emilia-Romagna, Italy",Finance,futurefoodecosystem.org/accelerator/,None
Andalucía Open Future,Andalucía Open Future is an entrepreneurship hub for Andalusian entrepreneurs and startups.,"Andalucía, Valle del Cauca, Colombia","Business Development, Coworking, Financial Services",andalucia.openfuture.org/,https://www.linkedin.com/groups/8130463/
1MillionStartups,"1MillionStartups is the world's leading online startup gallery providing global visibility, empowering and investing €100mio","Vienna, Wien, Austria",European Union (EU),www.1millionstartups.com,https://www.linkedin.com/in/inesplaninic
NoBounds Capital,Early Stage Accelerator focus on Blockchain - IoT - AI initiatives,"Santiago, Region Metropolitana, Chile","Angel Investment, Consulting, Finance, Venture Capital",nobounds.vc,https://www.linkedin.com/company/nobounds-capital/
Dreamstake,"Dreamstake is a business that connects tech industry insiders, investors, and mentors.","London, England, United Kingdom","Mar 28, 2012",www.dreamstake.net,None
Energise Accelerator,"Energise is an energy and natural resources accelerator program in Perth, Australia.","Perth, Western Australia, Australia","Asia-Pacific (APAC), Australasia",www.energise.kpmg.com.au/,https://www.linkedin.com/company/kpmg-australia
Minority Venture Partners,Minority and Women Founders in tech particularly face obstacles which hinder their economic,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",www.vanguardenyc.com/mvpaccelerator.html,None
Startupbootcamp Smart Materials,Startupbootcamp Smart Materials is Europe's business accelerator for materials startups.,"Geleen, Limburg, The Netherlands","Electronics, Manufacturing, Venture Capital",www.startupbootcamp.org/accelerator/smart-mater...,https://www.linkedin.com/company/startupbootcamp-smart-materials?trk=biz-brand-tree-co-name
wtsoftware,O wSpy Pro é o melhor Como rastrear uma pessoa pelo numero do mercado,Nil,"Feb 4, 2000",None,None
Bootcamp Ventures,Bootcamp Ventures is a global business acceleration program carried out by a group of international investors and business partners.,"New York, New York, United States",Finance,www.bootcampventures.com,http://www.linkedin.com/company/862744
DsgnFwd,"Design Forward Program provides product, identity, ux, web, and brand design, as well as the launch support.","Ljubljana, Ljubljana Urban Commune, Slovenia","Product Design, Web Design",www.dsgnfwd.com,https://www.linkedin.com/company-beta/5191994/
FeelGoodLabs,FeelGoodLabs is an accelerator of social and urban projects.,"Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine",Active,feelgoodlabs.co/,None
BioExel,"Bridging the Gap Between Technology, De-risking and Raising Investment.","Galway, Galway, Ireland",European Union (EU),www.bioexel.ie/,None
OTF Techween,OTF Techween is a 3-month pre-seed fund program founded by Oman Technology Fund.,Nil,Nil,None,None
Velocity Indiana,Velocity Indiana is an effort of passionate mentors and entrepreneurs.,"Jeffersonville, Indiana, United States",Finance,velocityindiana.org,http://www.linkedin.com/company/velocity-indiana-inc-
Construction & Energy by Impulse Labs,"We identify the most innovative startups in construction, real estate and energy and introduce them to major companies and VCs","Paris, Ile-de-France, France",European Union (EU),www.impulse-labs.fr/,None
The Summer Institute,The Summer Institute offers an intensive three-month program to guide you through the process of turning your vision into a livelihood.,"Fredericton, New Brunswick, Canada",Active,www.summerinst.ca/,None
Africa Twenty 10 Accelerator,Africa Twenty 10 Accelerator launched in September 2014 to help startups looking to launch in multiple African countries succed.,"Cape Town, NA - South Africa, South Africa",Internet,None,None
Accelero Ventures,Accelero Ventures,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",None,None
Venturetec Accelerator,Enterprise Tech Accelerator in APAC,"Hong Kong, Hong Kong Island, Hong Kong","Automotive, Finance, Incubators, Venture Capital",www.venturetecaccelerator.com,http://www.linkedin.com/company/3074515
Viavigo,"In ViaVigo, through a program to speed development, they provide support and assistance to entrepreneurs and early stage companies.","Nigrán, Galicia, Spain",European Union (EU),www.zfv.es/viavigo/,None
WayFounder,WayFounder provides a platform and the resources for ideas with the potential to be businesses.,"Beverly Hills, California, United States",Incubators,wayfounder.com,http://www.linkedin.com/company/wayfounder
Health2B,Health2B is a lean startup accelerator with a focus on connected health.,"Lund, Skane Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",www.health2b.life/,None
Clean + Cool,Clean + Cool is a Global Business Innovation Programme for clean and sustainability technology entrepreneurs.,"London, England, United Kingdom","CleanTech, Financial Services, Sustainability",cleanandcool.org/,None
Plug and Play Health,Connected Health Innovation Platform,"Sunnyvale, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",plugandplaytechcenter.com/corporations/health/,None
Elevate Blue,Venture accelerator on Lake Tahoe's north shore.,"Incline Village, Nevada, United States","Internet, Mobile",elevate.blue,http://www.linkedin.com/company/elevateblue
Spectra Vision,Spectra Vision is an investor with a long term strategy and interest.,"Rotterdam, Zuid-Holland, The Netherlands","Consulting, Information Technology",None,https://www.linkedin.com/company/25101961/
Reactor Accelerator,"The launch accelerator for interactive media, aka games and apps.","Washington, District of Columbia, United States","Advertising, Gaming",None,http://www.linkedin.com/company/washington-interactive-network
TecLabs Accelerator,TecLabs Accelerator is Latin America’s edtech accelerator.,"Monterrey, Nuevo Leon, Mexico","Finance, Financial Services",teclabsaccelerator.com/,None
Technion DRIVE Accelerator,The Technion DRIVE Accelerator is a 9 month funding and acceleration program for pre-seed and seed companies.,Nil,Technion,www.techniondrive.com,https://www.linkedin.com/company/technion-drive-accelerator
Association of Accelerators,"A network of accelerators and business-incubators in Russia, CIS","Moscow, Moscow City, Russian Federation","Consulting, Incubators, Industrial, Infrastructure, Innovation Management",None,None
Orange Fab France,Fab Orange France is the accelerator of startups to Orange in France.,"Paris, Ile-de-France, France","Analytics, Marketing, Predictive Analytics",orangefabfrance.fr/,None
PowerLaunch,"Power Launch is a philanthropy innovation lab, accelerator, and charitable fund.","Boston, Massachusetts, United States","Finance, Financial Services, Non Profit, Social Impact",www.powerlaunch.org,https://www.linkedin.com/company/power-launch/
Conservation International Ventures,Loans and other non-grant financial resources for sustainable small- and medium-sized enterprises,"Arlington, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",www.conservation.org/civentures,None
Grid110,"Grid110 supportsearly-stage entrepreneurs through access to space, mentors, and resources.",Nil,"Advice, Consulting, Financial Services",View on Twitter,None
Accelerate Cape Town,Accelerate Cape Town is a business organisation continuously growing Cape Town as an economic hub and business destination in Africa.,"Cape Town, NA - South Africa, South Africa",Financial Services,acceleratecapetown.co.za,https://www.linkedin.com/company/5228392
www.fiziks.gq,Zero Carbon Emission Sustainable Energy Generation,"Auckland, Auckland, New Zealand","Clean Energy, Consulting, Energy, Renewable Energy",None,https://www.linkedin.com/in/dean-drever-37a92978
Rockstart Impact,Rockstart Impact is designed for startups to fine tune and prepare for scaling.,"Kathmandu, Bagmati, Nepal",Asia-Pacific (APAC),rockstart.com/impact,https://www.linkedin.com/company/9255720
Cog Labs,Cog Labs Accelerator,"London, England, United Kingdom",Active,coglabs.io/,None
Colgate Entrepreneurs Fund,The fund was established in 2013 to grow and advance the ventures of Colgate student and alumni entrepreneurs who are solving problems.,"Hamilton, New York, United States",Education,www.colgate.edu/distinctly-colgate/entrepreneur...,None
Target Takeoff Beauty,Target Takeoff Beauty is a consumer product startup accelerator that supports emerging brands to make an impact in the beauty industry.,"Minneapolis, Minnesota, United States","Beauty, Cosmetics, Emerging Markets",targetaccelerators.com/programs/takeoff/,None
Inno Tech Club,High Tech Incubator,"Irvine, California, United States","Greater Los Angeles Area, West Coast, Western US",innotechclub.com,https://www.linkedin.com/company/inno-tech-club/about/
Upstart Accelerator,Upstart is among the nation's first accelerators to focus on female founders.,"Memphis, Tennessee, United States","B2B, Incubators, Non Profit",upstartaccelerator.com/,http://www.linkedin.com/company/upstart-accelerator
Eklos,Eklos providing digital Marketing monitoring and Legal advice Sales Channels.,"Buenos Aires, Distrito Federal, Argentina",Latin America,eklos.com.ar/,None
Inno-Negev,Inno-Negev is the first technology accelerator in the Negev region.,"Be'er Sheva, HaDarom, Israel",Consulting,innonegev.com/,https://www.linkedin.com/company/10055847
Startup Mendoza,Startup Mendoza is the network of technological entrepreneurs in Mendoza.,"Mendoza, Mendoza, Argentina","Angel Investment, Business Development, Corporate Training, Financial Services, Impact Investing",startupmendoza.org/,None
Spring Activator,Spring Activator is an incubator and accelerator changing the world through entrepreneurship,"Vancouver, British Columbia, Canada","Consulting, Financial Services, Incubators, Social Entrepreneurship, Training",None,http://www.linkedin.com/company/spring-is
Venturegeeks,"Venturegeeks is a pre-seed startup accelerator program based in Petah Tiqva, Israel.","Petah Tiqva, HaMerkaz, Israel",2011,www.venturegeeks.org,None
Rally SEA,Rally SEA is a social enterprise accelerator.,"Winter Park, Florida, United States","Finance, Financial Services",www.rallysea.com/,https://www.linkedin.com/company/rally-social-enterprise-accelerator/
Innovate Financial Health,Innovate Financial Health (IFH) is a non-profit accelerator.,"Toronto, Ontario, Canada","Finance, Financial Services",www.innovatefinancialhealth.com/,https://www.linkedin.com/company/innovate-financial-health/
Collab,Collab is an open innovation platform to match startups with the right opportunities within MetLife Asia.,"Singapore, Central Region, Singapore","Innovation Management, Insurance, Social Impact",collab.lumenlab.sg/,https://www.linkedin.com/company-beta/6470782/
InCUBE8,InCUBE8 is a business incubator and accelerator.,"Lilongwe, Lilongwe, Malawi",Active,www.incube8mw.com/,None
The Aspire 3 Accelerator,"Aspire 3 Accelerator provides aspiring entrepreneurs with the clarity, skills and tools.","Ventura, California, United States",Finance,www.aspire3.com/,https://www.linkedin.com/company/aspire-3
Startup Wise Guys CyberNorth,Startup Wise Guys CyberNorth is an acceleration program that focuses on defense AI and cybersecurity.,"Tallinn, Harjumaa, Estonia","Artificial Intelligence, Business Development, Cyber Security, Information Technology",startupwiseguys.com/cybernorth/,None
Ideateca,Startup incubator and accelerator,"San Francisco, California, United States","Android, iOS, Web Development",www.ideateca.com,None
TheHive by Gvahim,TheHive by Gvahim is entrepreneurial arm of Gvahim.,"Tel Aviv, Tel Aviv, Israel",2006,thehivebygvahim.org,https://www.linkedin.com/company/1362679?trk=prof-exp-company-name
Launch Academy,The Launch Academy is a national technology accelerator programme.,"Glasgow, Glasgow City, United Kingdom","Finance, Financial Services",ore.catapult.org.uk/research-innovation/strateg...,None
Icon Accelerator,Icon Accelerator has been developed to give regional Startups the opportunity to build and grow their business quickly.,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia",icon.slingshotters.com/icon-accelerator/,None
Clout Ventures,Startup Accelerator,"San Francisco, California, United States",Venture Capital,cloutventures.com,None
Univenture,Univenture is the first program of start-ups creation based on academic and scientific researches in Tunisia.,"Tunis, Tunis, Tunisia",Active,univenture.org/,None
AltCity,AltCity was designed from the bottom up to help facilitate & support high impact entrepreneurship and innovation in Lebanon and the region.,"Beirut, Beyrouth, Lebanon",Finance,www.altcity.me,http://www.linkedin.com/company/altcity
HAX Growth,HAX Growth is an 7-week bootcamp for hardware startups based in downtown San Francisco.,"San Francisco, California, United States","Consumer Electronics, EdTech, Home Health Care",hax.co/growth/,https://www.linkedin.com/company-beta/2996239/
Boston Biomedical Innovation Center,Boston Biomedical Innovation Center is a life sciences accelerator made to accelerate innovation and translational research in healthcare.,"Cambridge, Massachusetts, United States","Biotechnology, Life Science, Medical",b-bic.org/,https://www.linkedin.com/company/boston-biomedical-innovation-center/
Rising Star Accelerator,The Rising Star Accelerator is an invitation only accelerator focused on 'best-in-class' Swiss and European Cyber Security start-ups.,Nil,"Cyber Security, Venture Capital",risingstaraccelerator.ch,https://www.linkedin.com/company/rising-star-accelerator?report%2Esuccess=KJ_KkFGTDCfMt-A7wV3Fn9Yvgwr02Kd6AZHGx4bQCDiP6-2rfP2oxyVoEQiPrcAQ7Bf
CrowdRaise,CrowdRaise.io is an accelerator that helps startups raise funds through a crowdfunding campaign.,"San Francisco, California, United States","Business Development, Crowdfunding",www.crowdraise.io/,None
Investment Ready,"Investment Ready's goal is to make impact ventures ready for investment, growth and global impact.","Amsterdam, Noord-Holland, The Netherlands",European Union (EU),investment-ready.nl,None
Venture Up,Venture Up is the leading entrepreneurship accelerator programme for New Zealand's young aspiring leaders.,"Wellington, Wellington, New Zealand","Asia-Pacific (APAC), Australasia",www.ventureup.co.nz/,None
Lakeworth Holdings,investment company,Nil,"Angel Investment, Finance, Venture Capital",None,None
Rak Incubation and Accelerator Business,RAK Incubation and Accelerator dedicated to build Entrepreneurship Unique Eco-System.,"Dubai, Dubai, United Arab Emirates",Gulf Cooperation Council (GCC),www.raktt.com/,None
Caribbean Startups,CaribbeanStartups.com is the home of the Caribbean’s startup ecosystem.,"New City, New York, United States","Greater New York Area, East Coast, Northeastern US",caribbeanstartups.com/,None
Toysrus Accelerator,Toysrus Accelerator is an acceleration program for startups and SMEs to help their sales grow.,Nil,"Finance, Financial Services, Retail, Retail Technology, Toys",www.toysrusaccelerator.es/en,https://www.linkedin.com/company/toysrus-iberia/
ICELab,"ICElab is a collaborative workspace and entrepreneurship hub for students, startups, inventors, and creatives in Central Colorado.","Gunnison, Colorado, United States","Collaboration, Information Technology, Innovation Management",www.icelab.co,None
MarketFit,MarketFit offers second-stage startups tailor-made acceleration programs.,"Miami, Florida, United States","Business Development, Financial Services, Management Consulting",marketfit.us/,https://www.linkedin.com/company/Marketfit/
Brandacc Services,"Brandacc Services Pvt. Ltd., also known as Brand Accelerator, provides financing services to businesses.","Bangalore, Karnataka, India",Venture Capital,www.brandaccelerator.in/,https://www.linkedin.com/company/brandacc-services-private-limited
Industrio,"Industrio Ventures is the launchpad for hardware, industry & technology startups and is based in Italy.","Trento, Trentino-Alto Adige, Italy",Hardware,www.industrio.co,http://www.linkedin.com/company/3208620
MAD Mentorpreneurs,A 12-month support program to ensure startup success.,"Dubai, Dubai, United Arab Emirates",Gulf Cooperation Council (GCC),www.madmentorpreneurs.com/,None
Ideas Factory,Ideas Factory is an acceleration program to support entrepreneurs from the pre-acceleration of their ideas to the incubation.,"Buenos Aires, Distrito Federal, Argentina",Finance,www.ideasfactory.la/,None
AVRO Accelerator,The AVRO Accelerator is an invitation to come on board and help us shape the future of innovation in Australia and beyond.,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia",avroaccelerator.qantas.com/,None
The Mill,The Mill is an accelerator designed to help entrepreneurs evolve. Ideas & Startups Accelerated.,"Las Vegas, Nevada, United States","B2B, E-Commerce, Mobile",themill.vc,None
:agile Nordic accelerator,:agile Nordic accelerator supports startups that develop smart solutions for the future of energy and sustainability.,"Malmö, Skane Lan, Sweden",Financial Services,eon-agile.com/,None
Center for Civic Innovation,Center for Civic Innovation hosts programs for community-based social entrepreneurs at all stages.,"Atlanta, Georgia, United States","Finance, Financial Services, FinTech",www.civicatlanta.org/,None
StartLife Accelerate Spring 2020,StartLife Accelerate Spring 2020 empowers founders to build and grow Food & Agtech startups with lasting impact.,"Wageningen, Gelderland, The Netherlands","AgTech, Business Development, Financial Services",start-life.nl/startups/startlife-accelerate/,None
